eventID,specificEpithet,scientificName,scientificNameID,scientificAuthorityName,lifeStage,sex,taxonRank,taxonomicStatus,identificationQualifier,kingdom,phylum,class,order,family,genus,occurrenceID,occurrenceStatus,preservation
IYS2019-Kaganovsky-47-1,NA,Euphausiidae,urn:lsid:marinespecies.org:taxname:110671,"Dana, 1850",nauplius,NA,Family,accepted,NA,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,NA,IYS2019-Kaganovsky-47-1-zoop_occ-3594,present,formalin
IYS2019-Kaganovsky-47-1,borealis,Fritillaria borealis,urn:lsid:marinespecies.org:taxname:103375,"Lohmann, 1896",NA,NA,Species,accepted,NA,Animalia,Chordata,Appendicularia,Copelata,Fritillariidae,Fritillaria,IYS2019-Kaganovsky-47-1-zoop_occ-3595,present,formalin
IYS2019-Kaganovsky-47-1,NA,Halocyprididae,urn:lsid:marinespecies.org:taxname:127482,"Dana, 1853",<0.5mm,NA,Family,accepted,sp. indet.,Animalia,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,NA,IYS2019-Kaganovsky-47-1-zoop_occ-3596,present,formalin
IYS2019-Kaganovsky-47-1,helicina,Limacina helicina,urn:lsid:marinespecies.org:taxname:140223,"(Phipps, 1774)",NA,NA,Species,accepted,NA,Animalia,Mollusca,Gastropoda,Pteropoda,Limacinidae,Limacina,IYS2019-Kaganovsky-47-1-zoop_occ-3597,present,formalin
IYS2019-Kaganovsky-47-1,flavicornis,Lucicutia flavicornis,urn:lsid:marinespecies.org:taxname:104597,"(Claus, 1863)",C6,F,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Lucicutiidae,Lucicutia,IYS2019-Kaganovsky-47-1-zoop_occ-3598,present,formalin
IYS2019-Kaganovsky-47-1,flavicornis,Lucicutia flavicornis,urn:lsid:marinespecies.org:taxname:104597,"(Claus, 1863)",C5,NA,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Lucicutiidae,Lucicutia,IYS2019-Kaganovsky-47-1-zoop_occ-3599,present,formalin
IYS2019-Kaganovsky-47-1,NA,Mesocalanus,urn:lsid:marinespecies.org:taxname:104153,"Bradford & Jillett, 1974",C2,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Mesocalanus,IYS2019-Kaganovsky-47-1-zoop_occ-3600,present,formalin
IYS2019-Kaganovsky-47-1,NA,Mesocalanus,urn:lsid:marinespecies.org:taxname:104153,"Bradford & Jillett, 1974",C3,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Mesocalanus,IYS2019-Kaganovsky-47-1-zoop_occ-3601,present,formalin
IYS2019-Kaganovsky-47-1,NA,Mesocalanus,urn:lsid:marinespecies.org:taxname:104153,"Bradford & Jillett, 1974",C1,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Mesocalanus,IYS2019-Kaganovsky-47-1-zoop_occ-3602,present,formalin
IYS2019-Kaganovsky-47-1,tenucornis,Mesocalanus tenuicornis,urn:lsid:marinespecies.org:taxname:104468,"(Dana, 1849)",C4,NA,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Mesocalanus,IYS2019-Kaganovsky-47-1-zoop_occ-3603,present,formalin
IYS2019-Kaganovsky-47-1,tenucornis,Mesocalanus tenuicornis,urn:lsid:marinespecies.org:taxname:104468,"(Dana, 1849)",C5,NA,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Mesocalanus,IYS2019-Kaganovsky-47-1-zoop_occ-3604,present,formalin
IYS2019-Kaganovsky-47-1,tenucornis,Mesocalanus tenuicornis,urn:lsid:marinespecies.org:taxname:104468,"(Dana, 1849)",C6,F,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Mesocalanus,IYS2019-Kaganovsky-47-1-zoop_occ-3605,present,formalin
IYS2019-Kaganovsky-47-1,tenucornis,Mesocalanus tenuicornis,urn:lsid:marinespecies.org:taxname:104468,"(Dana, 1849)",C6,M,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Mesocalanus,IYS2019-Kaganovsky-47-1-zoop_occ-3606,present,formalin
IYS2019-Kaganovsky-47-1,pacifica,Metridia pacifica,urn:lsid:marinespecies.org:taxname:196784,"Brodsky, 1950",C4,NA,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,IYS2019-Kaganovsky-47-1-zoop_occ-3607,present,formalin
IYS2019-Kaganovsky-47-1,pacifica,Metridia pacifica,urn:lsid:marinespecies.org:taxname:196784,"Brodsky, 1950",C5,NA,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,IYS2019-Kaganovsky-47-1-zoop_occ-3608,present,formalin
IYS2019-Kaganovsky-47-1,pacifica,Metridia pacifica,urn:lsid:marinespecies.org:taxname:196784,"Brodsky, 1950",C6,F,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,IYS2019-Kaganovsky-47-1-zoop_occ-3609,present,formalin
IYS2019-Kaganovsky-47-1,NA,Metridia,urn:lsid:marinespecies.org:taxname:104190,"Boeck, 1865",C2,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,IYS2019-Kaganovsky-47-1-zoop_occ-3610,present,formalin
IYS2019-Kaganovsky-47-1,NA,Metridia,urn:lsid:marinespecies.org:taxname:104190,"Boeck, 1865",C3,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,IYS2019-Kaganovsky-47-1-zoop_occ-3611,present,formalin
IYS2019-Kaganovsky-47-1,NA,Metridia,urn:lsid:marinespecies.org:taxname:104190,"Boeck, 1865",C1,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,IYS2019-Kaganovsky-47-1-zoop_occ-3612,present,formalin
IYS2019-Kaganovsky-47-1,cristatus,Neocalanus cristatus,urn:lsid:marinespecies.org:taxname:104470,"(Krøyer, 1848)",C4,NA,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,IYS2019-Kaganovsky-47-1-zoop_occ-3613,present,formalin
IYS2019-Kaganovsky-47-1,plumchrus,Neocalanus plumchrus,urn:lsid:marinespecies.org:taxname:196772,"(Marukawa, 1921)",C4,NA,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,IYS2019-Kaganovsky-47-1-zoop_occ-3614,present,formalin
IYS2019-Kaganovsky-47-1,NA,Neocalanus,urn:lsid:marinespecies.org:taxname:104155,"Sars G.O., 1925",C1,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,IYS2019-Kaganovsky-47-1-zoop_occ-3615,present,formalin
IYS2019-Kaganovsky-47-1,NA,Neocalanus,urn:lsid:marinespecies.org:taxname:104155,"Sars G.O., 1925",C2,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,IYS2019-Kaganovsky-47-1-zoop_occ-3616,present,formalin
IYS2019-Kaganovsky-47-1,NA,Neocalanus,urn:lsid:marinespecies.org:taxname:104155,"Sars G.O., 1925",C3,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,IYS2019-Kaganovsky-47-1-zoop_occ-3617,present,formalin
IYS2019-Kaganovsky-47-1,dioica,Oikopleura (Vexillaria) dioica,urn:lsid:marinespecies.org:taxname:103407,"Fol, 1872",NA,NA,Species,accepted,NA,Animalia,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,IYS2019-Kaganovsky-47-1-zoop_occ-3618,present,formalin
IYS2019-Kaganovsky-47-1,atlantica,Oithona atlantica,urn:lsid:marinespecies.org:taxname:106642,"Farran, 1908",C6,F,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona,IYS2019-Kaganovsky-47-1-zoop_occ-3619,present,formalin
IYS2019-Kaganovsky-47-1,similis,Oithona similis,urn:lsid:marinespecies.org:taxname:106656,"Claus, 1866",C6,F,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona,IYS2019-Kaganovsky-47-1-zoop_occ-3620,present,formalin
IYS2019-Kaganovsky-47-1,NA,Oithona,urn:lsid:marinespecies.org:taxname:106485,"Baird, 1843",C4,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona,IYS2019-Kaganovsky-47-1-zoop_occ-3621,present,formalin
IYS2019-Kaganovsky-47-1,NA,Oithona,urn:lsid:marinespecies.org:taxname:106485,"Baird, 1843",C5,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona,IYS2019-Kaganovsky-47-1-zoop_occ-3622,present,formalin
IYS2019-Kaganovsky-47-1,indicus,Paracalanus indicus,urn:lsid:marinespecies.org:taxname:104683,"Wolfenden, 1905",C6,F,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus,IYS2019-Kaganovsky-47-1-zoop_occ-3623,present,formalin
IYS2019-Kaganovsky-47-1,NA,Paracalanus,urn:lsid:marinespecies.org:taxname:104196,"Boeck, 1865",C5,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus,IYS2019-Kaganovsky-47-1-zoop_occ-3624,present,formalin
IYS2019-Kaganovsky-47-1,NA,Paracalanus,urn:lsid:marinespecies.org:taxname:104196,"Boeck, 1865",C4,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus,IYS2019-Kaganovsky-47-1-zoop_occ-3625,present,formalin
IYS2019-Kaganovsky-47-1,mimus,Pseudocalanus mimus,urn:lsid:marinespecies.org:taxname:355067,"Frost, 1989",C6,F,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus,IYS2019-Kaganovsky-47-1-zoop_occ-3626,present,formalin
IYS2019-Kaganovsky-47-1,moultoni,Pseudocalanus moultoni,urn:lsid:marinespecies.org:taxname:157678,"Frost, 1989",C6,F,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus,IYS2019-Kaganovsky-47-1-zoop_occ-3627,present,formalin
IYS2019-Kaganovsky-47-1,newmani,Pseudocalanus newmani,urn:lsid:marinespecies.org:taxname:157679,"Frost, 1989",C6,F,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus,IYS2019-Kaganovsky-47-1-zoop_occ-3628,present,formalin
IYS2019-Kaganovsky-47-1,newmani,Pseudocalanus newmani,urn:lsid:marinespecies.org:taxname:157679,"Frost, 1989",C6,M,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus,IYS2019-Kaganovsky-47-1-zoop_occ-3629,present,formalin
IYS2019-Kaganovsky-47-1,NA,Pseudocalanus,urn:lsid:marinespecies.org:taxname:104165,"Boeck, 1872",C4,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus,IYS2019-Kaganovsky-47-1-zoop_occ-3630,present,formalin
IYS2019-Kaganovsky-47-1,NA,Pseudocalanus,urn:lsid:marinespecies.org:taxname:104165,"Boeck, 1872",C5,F,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus,IYS2019-Kaganovsky-47-1-zoop_occ-3631,present,formalin
IYS2019-Kaganovsky-47-1,NA,Pseudocalanus,urn:lsid:marinespecies.org:taxname:104165,"Boeck, 1872",C5,M,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus,IYS2019-Kaganovsky-47-1-zoop_occ-3632,present,formalin
IYS2019-Kaganovsky-47-1,NA,Pseudocalanus,urn:lsid:marinespecies.org:taxname:104165,"Boeck, 1872",C3,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus,IYS2019-Kaganovsky-47-1-zoop_occ-3633,present,formalin
IYS2019-Kaganovsky-47-1,NA,Pseudocalanus,urn:lsid:marinespecies.org:taxname:104165,"Boeck, 1872",C2,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus,IYS2019-Kaganovsky-47-1-zoop_occ-3634,present,formalin
IYS2019-Kaganovsky-47-1,antarcticus,Racovitzanus antarcticus,urn:lsid:marinespecies.org:taxname:104784,"Giesbrecht, 1902",C6,F,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Racovitzanus,IYS2019-Kaganovsky-47-1-zoop_occ-3635,present,formalin
IYS2019-Kaganovsky-47-1,minor,Scolecithricella minor,urn:lsid:marinespecies.org:taxname:104811,"(Brady, 1883)",C5,NA,Species,alternate representation,NA,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Scolecithricella,IYS2019-Kaganovsky-47-1-zoop_occ-3636,present,formalin
IYS2019-Kaganovsky-47-1,minor,Scolecithricella minor,urn:lsid:marinespecies.org:taxname:104811,"(Brady, 1883)",C6,F,Species,alternate representation,NA,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Scolecithricella,IYS2019-Kaganovsky-47-1-zoop_occ-3637,present,formalin
IYS2019-Kaganovsky-47-1,minor,Scolecithricella minor,urn:lsid:marinespecies.org:taxname:104811,"(Brady, 1883)",C4,NA,Species,alternate representation,NA,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Scolecithricella,IYS2019-Kaganovsky-47-1-zoop_occ-3638,present,formalin
IYS2019-Kaganovsky-47-1,minor,Scolecithricella minor,urn:lsid:marinespecies.org:taxname:104811,"(Brady, 1883)",C6,M,Species,alternate representation,NA,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Scolecithricella,IYS2019-Kaganovsky-47-1-zoop_occ-3639,present,formalin
IYS2019-Kaganovsky-47-1,NA,Scolecithricella,urn:lsid:marinespecies.org:taxname:104229,"Sars G.O., 1902",C3,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Scolecithricella,IYS2019-Kaganovsky-47-1-zoop_occ-3640,present,formalin
IYS2019-Kaganovsky-47-1,NA,Siphonophorae,urn:lsid:marinespecies.org:taxname:1371,"Eschscholtz, 1829",larval colony,NA,Order,accepted,sp. indet.,Animalia,Cnidaria,Hydrozoa,Siphonophorae,NA,NA,IYS2019-Kaganovsky-47-1-zoop_occ-3641,present,formalin
IYS2019-Kaganovsky-47-1,NA,Spionidae,urn:lsid:marinespecies.org:taxname:913,"Grube, 1850",larva,NA,Family,accepted,sp. indet.,Animalia,Annelida,Polychaeta,Spionida,Spionidae,NA,IYS2019-Kaganovsky-47-1-zoop_occ-3642,present,formalin
IYS2019-Kaganovsky-47-1,NA,Animalia,urn:lsid:marinespecies.org:taxname:2,NA,trochophore,NA,Kingdom,accepted,NA,Animalia,NA,NA,NA,NA,NA,IYS2019-Kaganovsky-47-1-zoop_occ-3643,present,formalin
IYS2019-Kaganovsky-47-1,digitale,Aglantha digitale,urn:lsid:marinespecies.org:taxname:117849,"(O. F. Müller, 1776)",NA,NA,Species,accepted,NA,Animalia,Cnidaria,Hydrozoa,Trachymedusae,Rhopalonematidae,Aglantha,IYS2019-Kaganovsky-47-1-zoop_occ-3644,present,formalin
IYS2019-Kaganovsky-47-1,NA,Doliolidae,urn:lsid:marinespecies.org:taxname:137215,"Bronn, 1862",NA,NA,Family,accepted,sp. indet.,Animalia,Chordata,Thaliacea,Doliolida,Doliolidae,NA,IYS2019-Kaganovsky-47-1-zoop_occ-3645,present,formalin
IYS2019-Kaganovsky-47-1,hamata,Eukrohnia hamata,urn:lsid:marinespecies.org:taxname:105416,"(Möbius, 1875)",NA,NA,Species,accepted,NA,Animalia,Chaetognatha,Sagittoidea,Phragmophora,Eukrohniidae,Eukrohnia,IYS2019-Kaganovsky-47-1-zoop_occ-3646,present,formalin
IYS2019-Kaganovsky-47-1,pacifica,Euphausia pacifica,urn:lsid:marinespecies.org:taxname:237851,"Hansen, 1911",NA,F,Species,accepted,NA,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,IYS2019-Kaganovsky-47-1-zoop_occ-3647,present,formalin
IYS2019-Kaganovsky-47-1,elegans,Parasagitta elegans,urn:lsid:marinespecies.org:taxname:105440,"(Verrill, 1873)",NA,NA,Species,accepted,NA,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Parasagitta,IYS2019-Kaganovsky-47-1-zoop_occ-3648,present,formalin
IYS2019-Kaganovsky-47-1,scrippsae,Pseudosagitta scrippsae,urn:lsid:marinespecies.org:taxname:266259,"(Alvariño, 1962)",NA,NA,Species,unaccepted,NA,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Pseudosagitta,IYS2019-Kaganovsky-47-1-zoop_occ-3649,present,formalin
IYS2019-Kaganovsky-47-1,septentrionalis,Tomopteris septentrionalis,urn:lsid:marinespecies.org:taxname:131568,"Steenstrup, 1849",NA,NA,Species,accepted,NA,Animalia,Annelida,Polychaeta,Phyllodocida,Tomopteridae,Tomopteris,IYS2019-Kaganovsky-47-1-zoop_occ-3650,present,formalin
IYS2019-Kaganovsky-48-1,citrea,Aegina citrea,urn:lsid:marinespecies.org:taxname:117263,"Eschscholtz, 1829",NA,NA,Species,accepted,NA,Animalia,Cnidaria,Hydrozoa,Narcomedusae,Aeginidae,Aegina,IYS2019-Kaganovsky-48-1-zoop_occ-3651,present,formalin
IYS2019-Kaganovsky-48-1,digitale,Aglantha digitale,urn:lsid:marinespecies.org:taxname:117849,"(O. F. Müller, 1776)",NA,NA,Species,accepted,NA,Animalia,Cnidaria,Hydrozoa,Trachymedusae,Rhopalonematidae,Aglantha,IYS2019-Kaganovsky-48-1-zoop_occ-3652,present,formalin
IYS2019-Kaganovsky-48-1,arctica,Dimophyes arctica,urn:lsid:marinespecies.org:taxname:135418,"(Chun, 1897)",NA,NA,Species,accepted,NA,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Dimophyes,IYS2019-Kaganovsky-48-1-zoop_occ-3653,present,formalin
IYS2019-Kaganovsky-48-1,bungii,Eucalanus bungii,urn:lsid:marinespecies.org:taxname:196775,"Giesbrecht, 1893",C5,F,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,IYS2019-Kaganovsky-48-1-zoop_occ-3654,present,formalin
IYS2019-Kaganovsky-48-1,bungii,Eucalanus bungii,urn:lsid:marinespecies.org:taxname:196775,"Giesbrecht, 1893",C6,F,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,IYS2019-Kaganovsky-48-1-zoop_occ-3655,present,formalin
IYS2019-Kaganovsky-48-1,bungii,Eucalanus bungii,urn:lsid:marinespecies.org:taxname:196775,"Giesbrecht, 1893",C6,M,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,IYS2019-Kaganovsky-48-1-zoop_occ-3656,present,formalin
IYS2019-Kaganovsky-48-1,hamata,Eukrohnia hamata,urn:lsid:marinespecies.org:taxname:105416,"(Möbius, 1875)",NA,NA,Species,accepted,NA,Animalia,Chaetognatha,Sagittoidea,Phragmophora,Eukrohniidae,Eukrohnia,IYS2019-Kaganovsky-48-1-zoop_occ-3657,present,formalin
IYS2019-Kaganovsky-48-1,thompsoni,Pisces,urn:lsid:marinespecies.org:taxname:11676,NA,larva,NA,Superclass,unaccepted,NA,Animalia,Chordata,NA,NA,NA,NA,IYS2019-Kaganovsky-48-1-zoop_occ-3658,present,formalin
IYS2019-Kaganovsky-48-1,cristatus,Neocalanus cristatus,urn:lsid:marinespecies.org:taxname:104470,"(Krøyer, 1848)",C4,NA,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,IYS2019-Kaganovsky-48-1-zoop_occ-3659,present,formalin
IYS2019-Kaganovsky-48-1,cristatus,Neocalanus cristatus,urn:lsid:marinespecies.org:taxname:104470,"(Krøyer, 1848)",C5,NA,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,IYS2019-Kaganovsky-48-1-zoop_occ-3660,present,formalin
IYS2019-Kaganovsky-48-1,labradoriensis,Oikopleura (Vexillaria) labradoriensis,urn:lsid:marinespecies.org:taxname:103413,"Lohmann, 1892",NA,NA,Species,accepted,NA,Animalia,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,IYS2019-Kaganovsky-48-1-zoop_occ-3661,present,formalin
IYS2019-Kaganovsky-48-1,elegans,Parasagitta elegans,urn:lsid:marinespecies.org:taxname:105440,"(Verrill, 1873)",NA,NA,Species,accepted,NA,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Parasagitta,IYS2019-Kaganovsky-48-1-zoop_occ-3662,present,formalin
IYS2019-Kaganovsky-48-1,inspinata,Thysanoessa inspinata,urn:lsid:marinespecies.org:taxname:237872,"Nemoto, 1963",NA,NA,Species,accepted,sp. indet.,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,IYS2019-Kaganovsky-48-1-zoop_occ-3663,present,formalin
IYS2019-Kaganovsky-48-1,divergens,Aetideus divergens,urn:lsid:marinespecies.org:taxname:346076,"Bradford, 1971",C5,F,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Aetideus,IYS2019-Kaganovsky-48-1-zoop_occ-3664,present,formalin
IYS2019-Kaganovsky-48-1,marshallae,Calanus marshallae,urn:lsid:marinespecies.org:taxname:196770,"Frost, 1974",C4,NA,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus,IYS2019-Kaganovsky-48-1-zoop_occ-3665,present,formalin
IYS2019-Kaganovsky-48-1,NA,Calanus,urn:lsid:marinespecies.org:taxname:104152,"Leach, 1816",C1,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus,IYS2019-Kaganovsky-48-1-zoop_occ-3666,present,formalin
IYS2019-Kaganovsky-48-1,NA,Calanus,urn:lsid:marinespecies.org:taxname:104152,"Leach, 1816",C2,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus,IYS2019-Kaganovsky-48-1-zoop_occ-3667,present,formalin
IYS2019-Kaganovsky-48-1,NA,Calanus,urn:lsid:marinespecies.org:taxname:104152,"Leach, 1816",C3,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus,IYS2019-Kaganovsky-48-1-zoop_occ-3668,present,formalin
IYS2019-Kaganovsky-48-1,NA,Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,NA,juvenile,NA,Phylum,accepted,sp. indet.,Animalia,Chaetognatha,NA,NA,NA,NA,IYS2019-Kaganovsky-48-1-zoop_occ-3669,present,formalin
IYS2019-Kaganovsky-48-1,pyramidata,Clio pyramidata,urn:lsid:marinespecies.org:taxname:139033,"Linnaeus, 1767",NA,NA,Species,accepted,NA,Animalia,Mollusca,Gastropoda,Pteropoda,Cliidae,Clio,IYS2019-Kaganovsky-48-1-zoop_occ-3670,present,formalin
IYS2019-Kaganovsky-48-1,NA,Copepoda,urn:lsid:marinespecies.org:taxname:1080,"Milne Edwards, 1840",nauplius,NA,Class,accepted,NA,Animalia,Arthropoda,Copepoda,NA,NA,NA,IYS2019-Kaganovsky-48-1-zoop_occ-3671,present,formalin
IYS2019-Kaganovsky-48-1,elegans,Discoconchoecia elegans,urn:lsid:marinespecies.org:taxname:127782,"(Sars, 1866)",NA,NA,Species,accepted,NA,Animalia,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Discoconchoecia,IYS2019-Kaganovsky-48-1-zoop_occ-3672,present,formalin
IYS2019-Kaganovsky-48-1,bungii,Eucalanus bungii,urn:lsid:marinespecies.org:taxname:196775,"Giesbrecht, 1893",C4,NA,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,IYS2019-Kaganovsky-48-1-zoop_occ-3673,present,formalin
IYS2019-Kaganovsky-48-1,bungii,Eucalanus bungii,urn:lsid:marinespecies.org:taxname:196775,"Giesbrecht, 1893",C5,F,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,IYS2019-Kaganovsky-48-1-zoop_occ-3674,present,formalin
IYS2019-Kaganovsky-48-1,NA,Euphausiidae,urn:lsid:marinespecies.org:taxname:110671,"Dana, 1850",calyptopsis,NA,Family,accepted,NA,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,NA,IYS2019-Kaganovsky-48-1-zoop_occ-3675,present,formalin
IYS2019-Kaganovsky-48-1,NA,Euphausiidae,urn:lsid:marinespecies.org:taxname:110671,"Dana, 1850",egg,NA,Family,accepted,NA,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,NA,IYS2019-Kaganovsky-48-1-zoop_occ-3676,present,formalin
IYS2019-Kaganovsky-48-1,NA,Euphausiidae,urn:lsid:marinespecies.org:taxname:110671,"Dana, 1850",nauplius,NA,Family,accepted,NA,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,NA,IYS2019-Kaganovsky-48-1-zoop_occ-3677,present,formalin
IYS2019-Kaganovsky-48-1,borealis,Fritillaria borealis,urn:lsid:marinespecies.org:taxname:103375,"Lohmann, 1896",NA,NA,Species,accepted,NA,Animalia,Chordata,Appendicularia,Copelata,Fritillariidae,Fritillaria,IYS2019-Kaganovsky-48-1-zoop_occ-3678,present,formalin
IYS2019-Kaganovsky-48-1,intermedius,Gaetanus intermedius,urn:lsid:marinespecies.org:taxname:351913,"Campbell, 1930",C4,NA,Species,unaccepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Gaetanus,IYS2019-Kaganovsky-48-1-zoop_occ-3679,present,formalin
IYS2019-Kaganovsky-48-1,intermedius,Gaetanus intermedius,urn:lsid:marinespecies.org:taxname:426434,"(Wolfenden, 1905)",C4,NA,Species,unaccepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Gaetanus,IYS2019-Kaganovsky-48-1-zoop_occ-3680,present,formalin
IYS2019-Kaganovsky-48-1,NA,Gaetanus,urn:lsid:marinespecies.org:taxname:104121,"Giesbrecht, 1888",C2,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Gaetanus,IYS2019-Kaganovsky-48-1-zoop_occ-3681,present,formalin
IYS2019-Kaganovsky-48-1,longicornis,Heterostylites longicornis,urn:lsid:marinespecies.org:taxname:104586,"(Giesbrecht, 1889)",C5,NA,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Heterorhabdidae,Heterostylites,IYS2019-Kaganovsky-48-1-zoop_occ-3682,present,formalin
