eventID,verbatimIdentification,scientificName,scientificNameID,scientificNameAuthorship,lifeStage,sex,taxonRank,taxonomicStatus,identificationQualifier,kingdom,phylum,class,order,family,genus,identificationRemarks,previousIdentifications,specificEpithet,occurrenceID,occurrenceStatus,basisOfRecord
IYS2020-Legacy-AW-Bongo-1,Pseudosagitta scrippsae,"Pseudosagitta scrippsae (Alvariño, 1962)",urn:lsid:marinespecies.org:taxname:266259,"Alvariño, 1962",,,Species,unaccepted,,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Pseudosagitta,,,scrippsae,IYS2020-Legacy-AW-Bongo-1-82,present,PreservedSpecimen
IYS2020-Legacy-AW-Bongo-1,Pseudosagitta scrippsae,"Pseudosagitta scrippsae (Alvariño, 1962)",urn:lsid:marinespecies.org:taxname:266259,"Alvariño, 1962",,,Species,unaccepted,,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Pseudosagitta,,,scrippsae,IYS2020-Legacy-AW-Bongo-1-83,present,PreservedSpecimen
IYS2020-Legacy-AW-Bongo-1,Racovitzanus antarcticus,"Racovitzanus antarcticus (Giesbrecht, 1902)",urn:lsid:marinespecies.org:taxname:104784,"Giesbrecht, 1902",C4,,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Racovitzanus,,,antarcticus,IYS2020-Legacy-AW-Bongo-1-84,present,PreservedSpecimen
IYS2020-Legacy-AW-Bongo-1,Racovitzanus antarcticus,"Racovitzanus antarcticus (Giesbrecht, 1902)",urn:lsid:marinespecies.org:taxname:104784,"Giesbrecht, 1902",C6,F,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Racovitzanus,,,antarcticus,IYS2020-Legacy-AW-Bongo-1-85,present,PreservedSpecimen
IYS2020-Legacy-AW-Bongo-1,Siphonophore sp.,"Siphonophorae (Eschscholtz, 1829)",urn:lsid:marinespecies.org:taxname:1371,"Eschscholtz, 1829",larval colony,,Order,accepted,sp. indet.,Animalia,Cnidaria,Hydrozoa,Siphonophorae,,,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,,IYS2020-Legacy-AW-Bongo-1-86,present,PreservedSpecimen
IYS2020-Legacy-AW-Bongo-1,Squid,"Teuthida (Naef, 1916)",urn:lsid:marinespecies.org:taxname:11716,"Naef, 1916",paralarva,,Order,nomen dubium,,Animalia,Mollusca,Cephalopoda,Teuthida,,,,,,IYS2020-Legacy-AW-Bongo-1-87,present,PreservedSpecimen
IYS2020-Legacy-AW-Bongo-1,Themisto pacifica,"Themisto pacifica (Stebbing, 1888)",urn:lsid:marinespecies.org:taxname:254453,"Stebbing, 1888",,,Species,accepted,,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Themisto,,,pacifica,IYS2020-Legacy-AW-Bongo-1-88,present,PreservedSpecimen
IYS2020-Legacy-AW-Bongo-1,Themisto pacifica,"Themisto pacifica (Stebbing, 1888)",urn:lsid:marinespecies.org:taxname:254453,"Stebbing, 1888",,M,Species,accepted,,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Themisto,,,pacifica,IYS2020-Legacy-AW-Bongo-1-89,present,PreservedSpecimen
IYS2020-Legacy-AW-Bongo-1,Thysanoessa inspinata,"Thysanoessa inspinata (Nemoto, 1963)",urn:lsid:marinespecies.org:taxname:237872,"Nemoto, 1963",juvenile,,Species,accepted,sp. indet.,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,inspinata,IYS2020-Legacy-AW-Bongo-1-90,present,PreservedSpecimen
IYS2020-Legacy-AW-Bongo-1,Thysanoessa longipes,"Thysanoessa longipes (Brandt, 1851)",urn:lsid:marinespecies.org:taxname:237873,"Brandt, 1851",juvenile,,Species,accepted,,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,,,longipes,IYS2020-Legacy-AW-Bongo-1-91,present,PreservedSpecimen
IYS2020-Legacy-AW-Bongo-1,Tomopteris septentrionalis,"Tomopteris septentrionalis (Steenstrup, 1849)",urn:lsid:marinespecies.org:taxname:131568,"Steenstrup, 1849",,,Species,accepted,,Animalia,Annelida,Polychaeta,Phyllodocida,Tomopteridae,Tomopteris,,,septentrionalis,IYS2020-Legacy-AW-Bongo-1-92,present,PreservedSpecimen
IYS2020-Legacy-AW-Bongo-1,Tomopteris septentrionalis,"Tomopteris septentrionalis (Steenstrup, 1849)",urn:lsid:marinespecies.org:taxname:131568,"Steenstrup, 1849",,,Species,accepted,,Animalia,Annelida,Polychaeta,Phyllodocida,Tomopteridae,Tomopteris,,,septentrionalis,IYS2020-Legacy-AW-Bongo-1-93,present,PreservedSpecimen
IYS2020-Legacy-AW-Bongo-1,Trochophore,Animalia,urn:lsid:marinespecies.org:taxname:2,,trochophore,,Kingdom,accepted,,Animalia,,,,,,,,,IYS2020-Legacy-AW-Bongo-1-94,present,PreservedSpecimen
IYS2020-Legacy-AX-Bongo-1,Aegina citrea,"Aegina citrea (Eschscholtz, 1829)",urn:lsid:marinespecies.org:taxname:117263,"Eschscholtz, 1829",,,Species,accepted,,Animalia,Cnidaria,Hydrozoa,Narcomedusae,Aeginidae,Aegina,,,citrea,IYS2020-Legacy-AX-Bongo-1-1,present,PreservedSpecimen
IYS2020-Legacy-AX-Bongo-1,Aequorea victoria,"Aequorea victoria (Murbach & Shearer, 1902)",urn:lsid:marinespecies.org:taxname:283998,"Murbach & Shearer, 1902",,,Species,accepted,,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aequoreidae,Aequorea,,,victoria,IYS2020-Legacy-AX-Bongo-1-2,present,PreservedSpecimen
IYS2020-Legacy-AX-Bongo-1,Aglantha digitale,"Aglantha digitale (O. F. Müller, 1776)",urn:lsid:marinespecies.org:taxname:117849,"O. F. Müller, 1776",,,Species,accepted,,Animalia,Cnidaria,Hydrozoa,Trachymedusae,Rhopalonematidae,Aglantha,,,digitale,IYS2020-Legacy-AX-Bongo-1-3,present,PreservedSpecimen
IYS2020-Legacy-AX-Bongo-1,Aglantha digitale,"Aglantha digitale (O. F. Müller, 1776)",urn:lsid:marinespecies.org:taxname:117849,"O. F. Müller, 1776",,,Species,accepted,,Animalia,Cnidaria,Hydrozoa,Trachymedusae,Rhopalonematidae,Aglantha,,,digitale,IYS2020-Legacy-AX-Bongo-1-4,present,PreservedSpecimen
IYS2020-Legacy-AX-Bongo-1,Atlanta sp.,"Atlanta (Lesueur, 1817)",urn:lsid:marinespecies.org:taxname:137687,"Lesueur, 1817",,,Genus,accepted,sp. indet.,Animalia,Mollusca,Gastropoda,Littorinimorpha,Atlantidae,Atlanta,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,,IYS2020-Legacy-AX-Bongo-1-5,present,PreservedSpecimen
IYS2020-Legacy-AX-Bongo-1,Calanoid A sp.,"Calanoida (Sars G.O., 1903)",urn:lsid:marinespecies.org:taxname:1100,"Sars G.O., 1903",C5,,Order,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,,,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,,IYS2020-Legacy-AX-Bongo-1-6,present,PreservedSpecimen
IYS2020-Legacy-AX-Bongo-1,Calanoid A sp.,"Calanoida (Sars G.O., 1903)",urn:lsid:marinespecies.org:taxname:1100,"Sars G.O., 1903",C6,F,Order,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,,,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,,IYS2020-Legacy-AX-Bongo-1-7,present,PreservedSpecimen
IYS2020-Legacy-AX-Bongo-1,Calanus pacificus,"Calanus pacificus (Brodsky, 1948)",urn:lsid:marinespecies.org:taxname:196771,"Brodsky, 1948",C5,,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus,,,pacificus,IYS2020-Legacy-AX-Bongo-1-8,present,PreservedSpecimen
IYS2020-Legacy-AX-Bongo-1,Neocalanus+Calanus C1-C3,"Calanidae (Dana, 1849)",urn:lsid:marinespecies.org:taxname:104079,"Dana, 1849",C1,,Family,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,,,,,IYS2020-Legacy-AX-Bongo-1-9,present,PreservedSpecimen
IYS2020-Legacy-AX-Bongo-1,Neocalanus+Calanus C1-C3,"Calanidae (Dana, 1849)",urn:lsid:marinespecies.org:taxname:104079,"Dana, 1849",C2,,Family,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,,,,,IYS2020-Legacy-AX-Bongo-1-10,present,PreservedSpecimen
IYS2020-Legacy-AX-Bongo-1,Neocalanus+Calanus C1-C3,"Calanidae (Dana, 1849)",urn:lsid:marinespecies.org:taxname:104079,"Dana, 1849",C3,,Family,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,,,,,IYS2020-Legacy-AX-Bongo-1-11,present,PreservedSpecimen
IYS2020-Legacy-AX-Bongo-1,Chaetognath,Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,,juvenile,,Phylum,accepted,,Animalia,Chaetognatha,,,,,,,,IYS2020-Legacy-AX-Bongo-1-12,present,PreservedSpecimen
IYS2020-Legacy-AX-Bongo-1,Chaetognath sp. (no heads),Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,,,,Phylum,accepted,sp. indet.,Animalia,Chaetognatha,,,,,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,,IYS2020-Legacy-AX-Bongo-1-13,present,PreservedSpecimen
IYS2020-Legacy-AX-Bongo-1,Clausocalanus parapergens,"Clausocalanus parapergens (Frost & Fleminger, 1968)",urn:lsid:marinespecies.org:taxname:104507,"Frost & Fleminger, 1968",C6,F,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Clausocalanus,,,parapergens,IYS2020-Legacy-AX-Bongo-1-14,present,PreservedSpecimen
IYS2020-Legacy-AX-Bongo-1,Clausocalanus sp.,"Clausocalanus (Giesbrecht, 1888)",urn:lsid:marinespecies.org:taxname:104161,"Giesbrecht, 1888",C5,,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Clausocalanus,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,,IYS2020-Legacy-AX-Bongo-1-15,present,PreservedSpecimen
IYS2020-Legacy-AX-Bongo-1,Copepod nauplius,"Copepoda (Milne Edwards, 1840)",urn:lsid:marinespecies.org:taxname:1080,"Milne Edwards, 1840",nauplius,,Class,accepted,,Animalia,Arthropoda,Copepoda,,,,,,,IYS2020-Legacy-AX-Bongo-1-16,present,PreservedSpecimen
IYS2020-Legacy-AX-Bongo-1,Corolla spectabilis,"Corolla spectabilis (Dall, 1871)",urn:lsid:marinespecies.org:taxname:139492,"Dall, 1871",,,Species,accepted,sp. indet.,Animalia,Mollusca,Gastropoda,Pteropoda,Cymbuliidae,Corolla,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,spectabilis,IYS2020-Legacy-AX-Bongo-1-17,present,PreservedSpecimen
IYS2020-Legacy-AX-Bongo-1,Corycaeus anglicus,"Corycaeus anglicus (Lubbock, 1857)",urn:lsid:marinespecies.org:taxname:149847,"Lubbock, 1857",C6,M,Species,unaccepted,,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Corycaeus,,,anglicus,IYS2020-Legacy-AX-Bongo-1-18,present,PreservedSpecimen
IYS2020-Legacy-AX-Bongo-1,Ctenocalanus vanus,"Ctenocalanus vanus (Giesbrecht, 1888)",urn:lsid:marinespecies.org:taxname:104510,"Giesbrecht, 1888",C4,,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Ctenocalanus,,,vanus,IYS2020-Legacy-AX-Bongo-1-19,present,PreservedSpecimen
IYS2020-Legacy-AX-Bongo-1,Ctenocalanus vanus,"Ctenocalanus vanus (Giesbrecht, 1888)",urn:lsid:marinespecies.org:taxname:104510,"Giesbrecht, 1888",C5,,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Ctenocalanus,,,vanus,IYS2020-Legacy-AX-Bongo-1-20,present,PreservedSpecimen
IYS2020-Legacy-AX-Bongo-1,Ctenocalanus vanus,"Ctenocalanus vanus (Giesbrecht, 1888)",urn:lsid:marinespecies.org:taxname:104510,"Giesbrecht, 1888",C6,F,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Ctenocalanus,,,vanus,IYS2020-Legacy-AX-Bongo-1-21,present,PreservedSpecimen
IYS2020-Legacy-AX-Bongo-1,Ctenocalanus vanus,"Ctenocalanus vanus (Giesbrecht, 1888)",urn:lsid:marinespecies.org:taxname:104510,"Giesbrecht, 1888",C6,M,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Ctenocalanus,,,vanus,IYS2020-Legacy-AX-Bongo-1-22,present,PreservedSpecimen
IYS2020-Legacy-AX-Bongo-1,Dimophyes arctica,"Dimophyes arctica (Chun, 1897)",urn:lsid:marinespecies.org:taxname:135418,"Chun, 1897",,,Species,accepted,,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Dimophyes,,,arctica,IYS2020-Legacy-AX-Bongo-1-23,present,PreservedSpecimen
IYS2020-Legacy-AX-Bongo-1,Disconchoecia elegans,"Discoconchoecia elegans (Sars, 1866)",urn:lsid:marinespecies.org:taxname:127782,"Sars, 1866",,,Species,accepted,,Animalia,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Discoconchoecia,,,elegans,IYS2020-Legacy-AX-Bongo-1-24,present,PreservedSpecimen
IYS2020-Legacy-AX-Bongo-1,Doliolid sp.,"Doliolidae (Bronn, 1862)",urn:lsid:marinespecies.org:taxname:137215,"Bronn, 1862",,,Family,accepted,sp. indet.,Animalia,Chordata,Thaliacea,Doliolida,Doliolidae,,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,,IYS2020-Legacy-AX-Bongo-1-25,present,PreservedSpecimen
IYS2020-Legacy-AX-Bongo-1,Doliolid sp.,"Doliolidae (Bronn, 1862)",urn:lsid:marinespecies.org:taxname:137215,"Bronn, 1862",,,Family,accepted,sp. indet.,Animalia,Chordata,Thaliacea,Doliolida,Doliolidae,,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,,IYS2020-Legacy-AX-Bongo-1-26,present,PreservedSpecimen
IYS2020-Legacy-AX-Bongo-1,Doliolid sp.,"Doliolidae (Bronn, 1862)",urn:lsid:marinespecies.org:taxname:137215,"Bronn, 1862",,,Family,accepted,sp. indet.,Animalia,Chordata,Thaliacea,Doliolida,Doliolidae,,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,,IYS2020-Legacy-AX-Bongo-1-27,present,PreservedSpecimen
IYS2020-Legacy-AX-Bongo-1,Eucalanus bungii,"Eucalanus bungii (Giesbrecht, 1893)",urn:lsid:marinespecies.org:taxname:196775,"Giesbrecht, 1893",C4,,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,,,bungii,IYS2020-Legacy-AX-Bongo-1-28,present,PreservedSpecimen
IYS2020-Legacy-AX-Bongo-1,Eucalanus bungii,"Eucalanus bungii (Giesbrecht, 1893)",urn:lsid:marinespecies.org:taxname:196775,"Giesbrecht, 1893",C5,F,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,,,bungii,IYS2020-Legacy-AX-Bongo-1-29,present,PreservedSpecimen
IYS2020-Legacy-AX-Bongo-1,Eucalanus bungii,"Eucalanus bungii (Giesbrecht, 1893)",urn:lsid:marinespecies.org:taxname:196775,"Giesbrecht, 1893",C6,F,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,,,bungii,IYS2020-Legacy-AX-Bongo-1-30,present,PreservedSpecimen
IYS2020-Legacy-AX-Bongo-1,Eucalanus sp.,"Eucalanus (Dana, 1852-1853)",urn:lsid:marinespecies.org:taxname:104171,"Dana, 1852-1853",C1,,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,,IYS2020-Legacy-AX-Bongo-1-31,present,PreservedSpecimen
IYS2020-Legacy-AX-Bongo-1,Eucalanus sp.,"Eucalanus (Dana, 1852-1853)",urn:lsid:marinespecies.org:taxname:104171,"Dana, 1852-1853",C2,,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,,IYS2020-Legacy-AX-Bongo-1-32,present,PreservedSpecimen
IYS2020-Legacy-AX-Bongo-1,Euchirella rostrata,"Euchirella rostrata (Claus, 1866)",urn:lsid:marinespecies.org:taxname:104303,"Claus, 1866",C4,,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Euchirella,,,rostrata,IYS2020-Legacy-AX-Bongo-1-33,present,PreservedSpecimen
IYS2020-Legacy-AX-Bongo-1,Euchirella sp.,"Euchirella (Giesbrecht, 1888)",urn:lsid:marinespecies.org:taxname:104120,"Giesbrecht, 1888",C1,,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Euchirella,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,,IYS2020-Legacy-AX-Bongo-1-34,present,PreservedSpecimen
IYS2020-Legacy-AX-Bongo-1,Euchirella sp.,"Euchirella (Giesbrecht, 1888)",urn:lsid:marinespecies.org:taxname:104120,"Giesbrecht, 1888",C3,,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Euchirella,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,,IYS2020-Legacy-AX-Bongo-1-35,present,PreservedSpecimen
IYS2020-Legacy-AX-Bongo-1,Eukrohnia hamata,"Eukrohnia hamata (Möbius, 1875)",urn:lsid:marinespecies.org:taxname:105416,"Möbius, 1875",,,Species,accepted,,Animalia,Chaetognatha,Sagittoidea,Phragmophora,Eukrohniidae,Eukrohnia,,,hamata,IYS2020-Legacy-AX-Bongo-1-36,present,PreservedSpecimen
IYS2020-Legacy-AX-Bongo-1,Eukrohnia hamata,"Eukrohnia hamata (Möbius, 1875)",urn:lsid:marinespecies.org:taxname:105416,"Möbius, 1875",,,Species,accepted,,Animalia,Chaetognatha,Sagittoidea,Phragmophora,Eukrohniidae,Eukrohnia,,,hamata,IYS2020-Legacy-AX-Bongo-1-37,present,PreservedSpecimen
IYS2020-Legacy-AX-Bongo-1,Euphausia pacifica,"Euphausia pacifica (Hansen, 1911)",urn:lsid:marinespecies.org:taxname:237851,"Hansen, 1911",adult,F,Species,accepted,,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,,,pacifica,IYS2020-Legacy-AX-Bongo-1-38,present,PreservedSpecimen
IYS2020-Legacy-AX-Bongo-1,Euphausia pacifica,"Euphausia pacifica (Hansen, 1911)",urn:lsid:marinespecies.org:taxname:237851,"Hansen, 1911",adult,M,Species,accepted,,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,,,pacifica,IYS2020-Legacy-AX-Bongo-1-39,present,PreservedSpecimen
IYS2020-Legacy-AX-Bongo-1,Euphausia pacifica,"Euphausia pacifica (Hansen, 1911)",urn:lsid:marinespecies.org:taxname:237851,"Hansen, 1911",juvenile,,Species,accepted,,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,,,pacifica,IYS2020-Legacy-AX-Bongo-1-40,present,PreservedSpecimen
IYS2020-Legacy-AX-Bongo-1,Euphausiid furcillia,"Euphausiidae (Dana, 1850)",urn:lsid:marinespecies.org:taxname:110671,"Dana, 1850",furcillia,,Family,accepted,,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,,,,,IYS2020-Legacy-AX-Bongo-1-41,present,PreservedSpecimen
IYS2020-Legacy-AX-Bongo-1,Euphausiidae,"Euphausiidae (Dana, 1850)",urn:lsid:marinespecies.org:taxname:110671,"Dana, 1850",calyptopsis,,Family,accepted,,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,,,,,IYS2020-Legacy-AX-Bongo-1-42,present,PreservedSpecimen
IYS2020-Legacy-AX-Bongo-1,Euphausiidae,"Euphausiidae (Dana, 1850)",urn:lsid:marinespecies.org:taxname:110671,"Dana, 1850",egg,,Family,accepted,,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,,,,,IYS2020-Legacy-AX-Bongo-1-43,present,PreservedSpecimen
IYS2020-Legacy-AX-Bongo-1,Euphausiidae,"Euphausiidae (Dana, 1850)",urn:lsid:marinespecies.org:taxname:110671,"Dana, 1850",nauplius,,Family,accepted,,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,,,,,IYS2020-Legacy-AX-Bongo-1-44,present,PreservedSpecimen
IYS2020-Legacy-AX-Bongo-1,Eusergestes similis,"Eusergestes similis (Hansen, 1903)",urn:lsid:marinespecies.org:taxname:514127,"Hansen, 1903",,,Species,accepted,,Animalia,Arthropoda,Malacostraca,Decapoda,Sergestidae,Eusergestes,,,similis,IYS2020-Legacy-AX-Bongo-1-45,present,PreservedSpecimen
IYS2020-Legacy-AX-Bongo-1,Eusergestes sp.,"Eusergestes (Judkins & Kensley, 2008)",urn:lsid:marinespecies.org:taxname:513958,"Judkins & Kensley, 2008",zoea,,Genus,accepted,sp. indet.,Animalia,Arthropoda,Malacostraca,Decapoda,Sergestidae,Eusergestes,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,,IYS2020-Legacy-AX-Bongo-1-46,present,PreservedSpecimen
IYS2020-Legacy-AX-Bongo-1,Fritillaria borealis,"Fritillaria borealis (Lohmann, 1896)",urn:lsid:marinespecies.org:taxname:103375,"Lohmann, 1896",,,Species,accepted,,Animalia,Chordata,Appendicularia,Copelata,Fritillariidae,Fritillaria,,,borealis,IYS2020-Legacy-AX-Bongo-1-47,present,PreservedSpecimen
IYS2020-Legacy-AX-Bongo-1,Gastropod sp.,"Gastropoda (Cuvier, 1795)",urn:lsid:marinespecies.org:taxname:101,"Cuvier, 1795",veliger,,Class,accepted,sp. indet.,Animalia,Mollusca,Gastropoda,,,,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,,IYS2020-Legacy-AX-Bongo-1-48,present,PreservedSpecimen
IYS2020-Legacy-AX-Bongo-1,Lensia conoidea,"Lensia conoidea (Keferstein & Ehlers, 1860)",urn:lsid:marinespecies.org:taxname:135426,"Keferstein & Ehlers, 1860",,,Species,accepted,,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Lensia,,,conoidea,IYS2020-Legacy-AX-Bongo-1-49,present,PreservedSpecimen
IYS2020-Legacy-AX-Bongo-1,Limacina helicina,"Limacina helicina (Phipps, 1774)",urn:lsid:marinespecies.org:taxname:140223,"Phipps, 1774",,,Species,accepted,,Animalia,Mollusca,Gastropoda,Pteropoda,Limacinidae,Limacina,,,helicina,IYS2020-Legacy-AX-Bongo-1-50,present,PreservedSpecimen
IYS2020-Legacy-AX-Bongo-1,Lucicutia flavicornis,"Lucicutia flavicornis (Claus, 1863)",urn:lsid:marinespecies.org:taxname:104597,"Claus, 1863",C4,,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Lucicutiidae,Lucicutia,,,flavicornis,IYS2020-Legacy-AX-Bongo-1-51,present,PreservedSpecimen
IYS2020-Legacy-AX-Bongo-1,Lucicutia flavicornis,"Lucicutia flavicornis (Claus, 1863)",urn:lsid:marinespecies.org:taxname:104597,"Claus, 1863",C5,,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Lucicutiidae,Lucicutia,,,flavicornis,IYS2020-Legacy-AX-Bongo-1-52,present,PreservedSpecimen
IYS2020-Legacy-AX-Bongo-1,Lucicutia flavicornis,"Lucicutia flavicornis (Claus, 1863)",urn:lsid:marinespecies.org:taxname:104597,"Claus, 1863",C6,F,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Lucicutiidae,Lucicutia,,,flavicornis,IYS2020-Legacy-AX-Bongo-1-53,present,PreservedSpecimen
IYS2020-Legacy-AX-Bongo-1,Mesocalanus tenucornis,"Mesocalanus tenuicornis (Dana, 1849)",urn:lsid:marinespecies.org:taxname:104468,"Dana, 1849",C4,,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Mesocalanus,,,tenuicornis,IYS2020-Legacy-AX-Bongo-1-54,present,PreservedSpecimen
IYS2020-Legacy-AX-Bongo-1,Mesocalanus tenucornis,"Mesocalanus tenuicornis (Dana, 1849)",urn:lsid:marinespecies.org:taxname:104468,"Dana, 1849",C5,,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Mesocalanus,,,tenuicornis,IYS2020-Legacy-AX-Bongo-1-55,present,PreservedSpecimen
IYS2020-Legacy-AX-Bongo-1,Mesocalanus tenucornis,"Mesocalanus tenuicornis (Dana, 1849)",urn:lsid:marinespecies.org:taxname:104468,"Dana, 1849",C6,F,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Mesocalanus,,,tenuicornis,IYS2020-Legacy-AX-Bongo-1-56,present,PreservedSpecimen
IYS2020-Legacy-AX-Bongo-1,Mesocalanus tenuicornis,"Mesocalanus tenuicornis (Dana, 1849)",urn:lsid:marinespecies.org:taxname:104468,"Dana, 1849",C2,,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Mesocalanus,,Mesocalanus sp.,tenuicornis,IYS2020-Legacy-AX-Bongo-1-57,present,PreservedSpecimen
IYS2020-Legacy-AX-Bongo-1,Mesocalanus tenuicornis,"Mesocalanus tenuicornis (Dana, 1849)",urn:lsid:marinespecies.org:taxname:104468,"Dana, 1849",C3,,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Mesocalanus,,Mesocalanus sp.,tenuicornis,IYS2020-Legacy-AX-Bongo-1-58,present,PreservedSpecimen
IYS2020-Legacy-AX-Bongo-1,Metridia pacifica,"Metridia pacifica (Brodsky, 1950)",urn:lsid:marinespecies.org:taxname:196784,"Brodsky, 1950",C4,,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,,,pacifica,IYS2020-Legacy-AX-Bongo-1-59,present,PreservedSpecimen
IYS2020-Legacy-AX-Bongo-1,Metridia pacifica,"Metridia pacifica (Brodsky, 1950)",urn:lsid:marinespecies.org:taxname:196784,"Brodsky, 1950",C5,,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,,,pacifica,IYS2020-Legacy-AX-Bongo-1-60,present,PreservedSpecimen
IYS2020-Legacy-AX-Bongo-1,Metridia pacifica,"Metridia pacifica (Brodsky, 1950)",urn:lsid:marinespecies.org:taxname:196784,"Brodsky, 1950",C6,F,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,,,pacifica,IYS2020-Legacy-AX-Bongo-1-61,present,PreservedSpecimen
IYS2020-Legacy-AX-Bongo-1,Metridia sp.,"Metridia (Boeck, 1865)",urn:lsid:marinespecies.org:taxname:104190,"Boeck, 1865",C2,,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,,IYS2020-Legacy-AX-Bongo-1-62,present,PreservedSpecimen
